sentiment,headline
negative,The loyal customer cooperation between Finnish insurance company Fennia and Kesko Group is coming to an end.
neutral,"`` The biggest challenge was to make the piece look raw , '' Hansen said ."
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds ."
neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen ."
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release ."
positive,"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings ."
negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel ."
positive,"During the financial period, BasWare witnessed a 24 percent increase in product sales."
neutral,The report will be emailed within 2 business days of an order .
neutral,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .
negative,The state of affairs for coated magazine printing paper will persist.
negative,"EUR 6.7 mn was the total operating profit, which was lower than the previous year's performance of EUR 7.2 mn."
negative,"According to Bosse, Trygvesta lacks the financial means to buy the entire unit."
neutral,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .
neutral,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
neutral,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 ."
neutral,"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved ."
positive,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. ."
neutral,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate ."
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia ."
neutral,Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .
positive,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety ."
negative,The net profit decreased by almost 50% to +â 5.5 million from the previous year's +â of 9.4 million.
negative,"The editor in chief of Lapin Kansa, Korhonen, was fired in December 2008."
neutral,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares ."
neutral,The building will house product development and test laboratories .
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 ."
neutral,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS ."
positive,"Joe Doering, the Head of the Asia South region at Nokia Siemens Networks, announced that they are excited to work with Maxis on the first commercial deployment of  Master of Maya."
positive,TomTom has promised not to sell maps to competitors if it is approved by the EU.
positive,"The expansion of Finnair's operations in Hong Kong, India, and Russia is on the horizon."
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
positive,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services ."
positive,"The operating profit in the same period was EUR 854 million, which was an increase from EUR 730 million in 2004."
neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery ."
positive,Turkey's access to chrome ore resources will be boosted by the acquisition.
positive,A one million pound contract has been signed by the Bristol Port Company with Cooper Specialised Handling to supply four 45-tonne customised reach stackers manufactured by Konecranes.
positive,"Lihir Gold Ltd ASX: LGL, which is based in Papua New Guinea, was the beneficiary of the contract signed in August."
positive,EB had previously provided a tailored solution for LG Electronics and is now making it available for commercial use by other mobile terminal vendors and wireless carriers.
positive,"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''"
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
positive,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .
neutral,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .
positive,Our solutions for the pulp and paper industry will be rationalized by this transaction.
positive,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management ."
positive,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively ."
neutral,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space ."
negative,"Due to previous employer-employee discussions, the company will terminate the employment contracts of 14 employees in March 2009."
positive,Componenta 's objective with this agreement is to increase business on its existing production lines .
neutral,"Entire paper mills may be set up , especially in the new EU member states ."
